,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
113,2012-04-06,22951.578159767956,30010.51091293676,44972.31586408301,22951.578159767956,22951.578159767956,14296.752748114439,14296.752748114439,14296.752748114439,14296.752748114439,14296.752748114439,14296.752748114439,0.0,0.0,0.0,37248.330907882395
114,2012-04-13,22956.376602103603,25903.727129940355,41368.16315045876,22956.376602103603,22956.376602103603,10757.05278732351,10757.05278732351,10757.05278732351,10757.05278732351,10757.05278732351,10757.05278732351,0.0,0.0,0.0,33713.42938942711
115,2012-04-20,22961.175044439246,19978.473030888777,34822.91644964728,22961.175044439246,22961.175044439246,4790.165338085252,4790.165338085252,4790.165338085252,4790.165338085252,4790.165338085252,4790.165338085252,0.0,0.0,0.0,27751.340382524497
116,2012-04-27,22965.973486774892,15383.947894200264,29916.875883370747,22965.973486774892,22965.973486774892,77.88797426812286,77.88797426812286,77.88797426812286,77.88797426812286,77.88797426812286,77.88797426812286,0.0,0.0,0.0,23043.861461043016
117,2012-05-04,22970.771929110535,13032.908619911315,28139.138015542845,22970.771929110535,22970.771929110535,-2545.3639971925472,-2545.3639971925472,-2545.3639971925472,-2545.3639971925472,-2545.3639971925472,-2545.3639971925472,0.0,0.0,0.0,20425.407931917987
118,2012-05-11,22975.570371446178,11258.88396845932,25580.75451928928,22975.570371446178,22975.570371446178,-4309.021648822633,-4309.021648822633,-4309.021648822633,-4309.021648822633,-4309.021648822633,-4309.021648822633,0.0,0.0,0.0,18666.548722623545
119,2012-05-18,22980.36881378182,9624.029608865685,24361.58365278608,22980.368813781817,22980.368813781817,-5993.576662510823,-5993.576662510823,-5993.576662510823,-5993.576662510823,-5993.576662510823,-5993.576662510823,0.0,0.0,0.0,16986.792151270998
120,2012-05-25,22985.167256117467,8345.968821629504,23386.01002478779,22985.167256117467,22985.167256117467,-7027.318030254777,-7027.318030254777,-7027.318030254777,-7027.318030254777,-7027.318030254777,-7027.318030254777,0.0,0.0,0.0,15957.84922586269
121,2012-06-01,22989.96569845311,8936.517576290642,23455.038118664972,22989.96569845311,22989.96569845311,-6817.147398027272,-6817.147398027272,-6817.147398027272,-6817.147398027272,-6817.147398027272,-6817.147398027272,0.0,0.0,0.0,16172.818300425839
122,2012-06-08,22994.764140788753,9429.609439602618,24615.410501296228,22994.764140788753,22994.764140788753,-6004.25154014533,-6004.25154014533,-6004.25154014533,-6004.25154014533,-6004.25154014533,-6004.25154014533,0.0,0.0,0.0,16990.512600643422
123,2012-06-15,22999.5625831244,9840.074710472421,24426.47503213641,22999.5625831244,22999.5625831244,-5812.76516946513,-5812.76516946513,-5812.76516946513,-5812.76516946513,-5812.76516946513,-5812.76516946513,0.0,0.0,0.0,17186.797413659267
124,2012-06-22,23004.361025460043,9024.447909483835,23959.433998230856,23004.361025460043,23004.361025460043,-6488.440214463046,-6488.440214463046,-6488.440214463046,-6488.440214463046,-6488.440214463046,-6488.440214463046,0.0,0.0,0.0,16515.920810997
125,2012-06-29,23009.15946779569,8721.27226474058,23847.91443855889,23009.15946779569,23009.15946779569,-7054.681810926375,-7054.681810926375,-7054.681810926375,-7054.681810926375,-7054.681810926375,-7054.681810926375,0.0,0.0,0.0,15954.477656869314
126,2012-07-06,23013.957910131332,8810.789232254556,23783.70984288238,23013.957910131332,23013.957910131332,-6722.486182626397,-6722.486182626397,-6722.486182626397,-6722.486182626397,-6722.486182626397,-6722.486182626397,0.0,0.0,0.0,16291.471727504935
127,2012-07-13,23018.756352466975,9758.549013397842,24314.4127676658,23018.756352466975,23018.756352466975,-5999.741792815926,-5999.741792815926,-5999.741792815926,-5999.741792815926,-5999.741792815926,-5999.741792815926,0.0,0.0,0.0,17019.01455965105
128,2012-07-20,23023.554794802618,9737.048107118348,25177.48166948442,23023.554794802618,23023.554794802618,-5985.5101113836145,-5985.5101113836145,-5985.5101113836145,-5985.5101113836145,-5985.5101113836145,-5985.5101113836145,0.0,0.0,0.0,17038.044683419004
129,2012-07-27,23028.353237138264,8500.471239965884,24027.001879006188,23028.353237138264,23028.353237138264,-6844.602197661646,-6844.602197661646,-6844.602197661646,-6844.602197661646,-6844.602197661646,-6844.602197661646,0.0,0.0,0.0,16183.751039476618
130,2012-08-03,23033.151679473907,7782.656118318034,22451.115696112607,23033.151679473907,23033.151679473907,-7574.754745462926,-7574.754745462926,-7574.754745462926,-7574.754745462926,-7574.754745462926,-7574.754745462926,0.0,0.0,0.0,15458.396934010982
131,2012-08-10,23037.950121809554,8613.420597138018,23158.600883444164,23037.950121809554,23037.950121809554,-7377.407115258478,-7377.407115258478,-7377.407115258478,-7377.407115258478,-7377.407115258478,-7377.407115258478,0.0,0.0,0.0,15660.543006551075
132,2012-08-17,23042.748564145197,9060.021211659,23445.9211842031,23042.748564145197,23042.748564145197,-6706.443415583758,-6706.443415583758,-6706.443415583758,-6706.443415583758,-6706.443415583758,-6706.443415583758,0.0,0.0,0.0,16336.305148561438
133,2012-08-24,23047.54700648084,9000.384224300296,23420.62922438597,23047.54700648084,23047.54700648084,-6506.390879075049,-6506.390879075049,-6506.390879075049,-6506.390879075049,-6506.390879075049,-6506.390879075049,0.0,0.0,0.0,16541.15612740579
134,2012-08-31,23052.345448816486,9488.962716456179,23581.52032827068,23052.345448816486,23052.345448816486,-6715.453024748372,-6715.453024748372,-6715.453024748372,-6715.453024748372,-6715.453024748372,-6715.453024748372,0.0,0.0,0.0,16336.892424068115
135,2012-09-07,23057.14389115213,9981.432836778069,24339.904906453794,23057.14389115213,23057.14389115213,-6244.269954927813,-6244.269954927813,-6244.269954927813,-6244.269954927813,-6244.269954927813,-6244.269954927813,0.0,0.0,0.0,16812.873936224314
136,2012-09-14,23061.942333487772,10636.375092492572,25480.545990297396,23061.942333487772,23061.942333487772,-4622.758305257018,-4622.758305257018,-4622.758305257018,-4622.758305257018,-4622.758305257018,-4622.758305257018,0.0,0.0,0.0,18439.184028230753
137,2012-09-21,23066.740775823415,12649.763946365718,27122.984494278964,23066.740775823415,23066.740775823415,-2982.5188504697153,-2982.5188504697153,-2982.5188504697153,-2982.5188504697153,-2982.5188504697153,-2982.5188504697153,0.0,0.0,0.0,20084.2219253537
138,2012-09-28,23071.53921815906,13281.070973774093,28306.25043802629,23071.539218159065,23071.539218159065,-2644.8635614018485,-2644.8635614018485,-2644.8635614018485,-2644.8635614018485,-2644.8635614018485,-2644.8635614018485,0.0,0.0,0.0,20426.675656757212
139,2012-10-05,23076.337660494704,13082.048115266974,28018.578104100096,23076.337660494704,23076.337660494704,-2893.1010375102474,-2893.1010375102474,-2893.1010375102474,-2893.1010375102474,-2893.1010375102474,-2893.1010375102474,0.0,0.0,0.0,20183.236622984456
140,2012-10-12,23081.13610283035,14521.027641612613,29361.562605086776,23081.13610283035,23081.13610283035,-1170.7027192155751,-1170.7027192155751,-1170.7027192155751,-1170.7027192155751,-1170.7027192155751,-1170.7027192155751,0.0,0.0,0.0,21910.433383614774
141,2012-10-19,23085.934545165994,19423.695980116267,34017.70444585104,23085.934545165994,23085.934545165994,3736.67596901201,3736.67596901201,3736.67596901201,3736.67596901201,3736.67596901201,3736.67596901201,0.0,0.0,0.0,26822.610514178003
142,2012-10-26,23090.73298750164,24611.461238633445,39530.43947447567,23090.73298750164,23090.73298750164,9098.56376422158,9098.56376422158,9098.56376422158,9098.56376422158,9098.56376422158,9098.56376422158,0.0,0.0,0.0,32189.29675172322
143,2012-10-28,23092.103971026107,25773.047003626445,40114.65859142055,23092.103971026107,23092.103971026107,9996.571048246871,9996.571048246871,9996.571048246871,9996.571048246871,9996.571048246871,9996.571048246871,0.0,0.0,0.0,33088.67501927298
144,2012-11-04,23096.902413361753,24975.416456252486,39578.5385266264,23096.902413361757,23096.902413361757,8984.71018077071,8984.71018077071,8984.71018077071,8984.71018077071,8984.71018077071,8984.71018077071,0.0,0.0,0.0,32081.612594132464
145,2012-11-11,23101.700855697396,17001.51759992029,32584.650357053564,23101.700463937956,23101.701204929945,2059.212238364286,2059.212238364286,2059.212238364286,2059.212238364286,2059.212238364286,2059.212238364286,0.0,0.0,0.0,25160.91309406168
146,2012-11-18,23106.49929803304,10788.629092161533,25632.773561334707,23106.498334251428,23106.500138982305,-5192.038159679482,-5192.038159679482,-5192.038159679482,-5192.038159679482,-5192.038159679482,-5192.038159679482,0.0,0.0,0.0,17914.461138353556
147,2012-11-25,23111.297740368685,9992.625920157285,24558.72845941376,23111.296084310932,23111.299385549544,-5692.764303670594,-5692.764303670594,-5692.764303670594,-5692.764303670594,-5692.764303670594,-5692.764303670594,0.0,0.0,0.0,17418.53343669809
148,2012-12-02,23116.09618270433,18002.435483056743,32724.633058319712,23116.093607929302,23116.098661463915,2549.8963624456237,2549.8963624456237,2549.8963624456237,2549.8963624456237,2549.8963624456237,2549.8963624456237,0.0,0.0,0.0,25665.99254514995
149,2012-12-09,23120.894625039975,30014.428089052788,44947.250289635595,23120.890928145018,23120.898166243627,14213.675109797088,14213.675109797088,14213.675109797088,14213.675109797088,14213.675109797088,14213.675109797088,0.0,0.0,0.0,37334.56973483706
150,2012-12-16,23125.693067375614,36554.29967514539,50940.3888142817,23125.688355884307,23125.69767169807,20980.645777516325,20980.645777516325,20980.645777516325,20980.645777516325,20980.645777516325,20980.645777516325,0.0,0.0,0.0,44106.33884489194
151,2012-12-23,23130.49150971126,33698.02812221898,48633.57351486246,23130.485725475824,23130.49715062763,18199.720299864566,18199.720299864566,18199.720299864566,18199.720299864566,18199.720299864566,18199.720299864566,0.0,0.0,0.0,41330.21180957583
152,2012-12-30,23135.289952046904,23575.47349192631,38968.9780487075,23135.28291668006,23135.296934487305,7909.826073967365,7909.826073967365,7909.826073967365,7909.826073967365,7909.826073967365,7909.826073967365,0.0,0.0,0.0,31045.116026014268
153,2013-01-06,23140.08839438255,12017.547899807649,27197.105169206417,23140.08000509693,23140.097076936847,-3580.073399582273,-3580.073399582273,-3580.073399582273,-3580.073399582273,-3580.073399582273,-3580.073399582273,0.0,0.0,0.0,19560.014994800276
154,2013-01-13,23144.886836718193,5401.265794884699,20076.846946044756,23144.87676370603,23144.897064351604,-10338.460060870892,-10338.460060870892,-10338.460060870892,-10338.460060870892,-10338.460060870892,-10338.460060870892,0.0,0.0,0.0,12806.426775847302
155,2013-01-20,23149.68527905384,6404.957617120472,21393.28603894625,23149.673884945012,23149.696987009575,-9733.780648330134,-9733.780648330134,-9733.780648330134,-9733.780648330134,-9733.780648330134,-9733.780648330134,0.0,0.0,0.0,13415.904630723706
156,2013-01-27,23154.483721389483,12238.106095539717,27766.02932320534,23154.471277239398,23154.49655454106,-2725.310357155076,-2725.310357155076,-2725.310357155076,-2725.310357155076,-2725.310357155076,-2725.310357155076,0.0,0.0,0.0,20429.173364234408
157,2013-02-03,23159.282163725125,22456.555431285695,37059.233423990016,23159.26840832612,23159.29661724609,7020.780434688944,7020.780434688944,7020.780434688944,7020.780434688944,7020.780434688944,7020.780434688944,0.0,0.0,0.0,30180.06259841407
158,2013-02-10,23164.080606060772,30042.332324907773,44899.589407274434,23164.065154437594,23164.096495144142,14390.024475471087,14390.024475471087,14390.024475471087,14390.024475471087,14390.024475471087,14390.024475471087,0.0,0.0,0.0,37554.10508153186
159,2013-02-17,23168.879048396415,30570.202821269046,45363.68308756345,23168.861856758744,23168.897123990642,15054.468342851165,15054.468342851165,15054.468342851165,15054.468342851165,15054.468342851165,15054.468342851165,0.0,0.0,0.0,38223.34739124758
160,2013-02-24,23173.677490732058,23856.34067830209,38929.64600618051,23173.65888940054,23173.697161427746,8445.80474697198,8445.80474697198,8445.80474697198,8445.80474697198,8445.80474697198,8445.80474697198,0.0,0.0,0.0,31619.48223770404
161,2013-03-03,23178.4759330677,14180.97054587047,29511.824363394477,23178.45617677248,23178.49799407725,-956.6144715044989,-956.6144715044989,-956.6144715044989,-956.6144715044989,-956.6144715044989,-956.6144715044989,0.0,0.0,0.0,22221.861461563203
162,2013-03-10,23183.274375403347,9977.349795222375,23823.954076271915,23183.252482720713,23183.298188086603,-6295.73831593462,-6295.73831593462,-6295.73831593462,-6295.73831593462,-6295.73831593462,-6295.73831593462,0.0,0.0,0.0,16887.536059468726
163,2013-03-17,23188.07281773899,12129.968436923395,27043.145555069386,23188.048967423405,23188.098632397196,-3636.9204514495163,-3636.9204514495163,-3636.9204514495163,-3636.9204514495163,-3636.9204514495163,-3636.9204514495163,0.0,0.0,0.0,19551.152366289472
164,2013-03-24,23192.871260074637,20611.900993388845,35283.24260061953,23192.84574914928,23192.898521910476,4737.522706166897,4737.522706166897,4737.522706166897,4737.522706166897,4737.522706166897,4737.522706166897,0.0,0.0,0.0,27930.393966241532
165,2013-03-31,23197.66970241028,27928.73543392028,43340.93803887267,23197.642696894593,23197.699200492847,12368.234823273478,12368.234823273478,12368.234823273478,12368.234823273478,12368.234823273478,12368.234823273478,0.0,0.0,0.0,35565.904525683756
166,2013-04-07,23202.468144745926,30106.799765209806,44597.837809979996,23202.43955549493,23202.4998240109,14166.13944128179,14166.13944128179,14166.13944128179,14166.13944128179,14166.13944128179,14166.13944128179,0.0,0.0,0.0,37368.60758602772
167,2013-04-14,23207.26658708157,25563.11201993681,40836.386581455576,23207.23616145844,23207.300218726057,10153.487169156993,10153.487169156993,10153.487169156993,10153.487169156993,10153.487169156993,10153.487169156993,0.0,0.0,0.0,33360.75375623856
168,2013-04-21,23212.065029417212,20102.76808008569,35116.73147971456,23212.03227503377,23212.101573725915,4183.261288447483,4183.261288447483,4183.261288447483,4183.261288447483,4183.261288447483,4183.261288447483,0.0,0.0,0.0,27395.326317864696
169,2013-04-28,23216.863471752855,15929.53456516801,30001.306736707083,23216.828566678927,23216.90239902438,-289.87480405795776,-289.87480405795776,-289.87480405795776,-289.87480405795776,-289.87480405795776,-289.87480405795776,0.0,0.0,0.0,22926.988667694895
170,2013-05-05,23221.661914088498,12359.809047673725,27846.662569366068,23221.625008601302,23221.703327837087,-2750.0647498854028,-2750.0647498854028,-2750.0647498854028,-2750.0647498854028,-2750.0647498854028,-2750.0647498854028,0.0,0.0,0.0,20471.597164203096
171,2013-05-12,23226.460356424144,11198.702814957844,25740.601699071885,23226.42139444546,23226.503705331477,-4494.061613115107,-4494.061613115107,-4494.061613115107,-4494.061613115107,-4494.061613115107,-4494.061613115107,0.0,0.0,0.0,18732.398743309037
172,2013-05-19,23231.258798759787,9571.000509625213,24690.082085059126,23231.217433681108,23231.30447731101,-6152.54229554832,-6152.54229554832,-6152.54229554832,-6152.54229554832,-6152.54229554832,-6152.54229554832,0.0,0.0,0.0,17078.716503211468
173,2013-05-26,23236.057241095434,8582.556527591365,23715.730407534076,23236.01353944243,23236.105777855715,-7064.581063397313,-7064.581063397313,-7064.581063397313,-7064.581063397313,-7064.581063397313,-7064.581063397313,0.0,0.0,0.0,16171.476177698121
174,2013-06-02,23240.855683431077,8902.913299346648,23801.40573026903,23240.80949079516,23240.906309749946,-6736.379305180705,-6736.379305180705,-6736.379305180705,-6736.379305180705,-6736.379305180705,-6736.379305180705,0.0,0.0,0.0,16504.476378250372
175,2013-06-09,23245.654125766723,10476.07197582654,24993.36655958262,23245.605571679072,23245.70760369629,-5937.0458645242525,-5937.0458645242525,-5937.0458645242525,-5937.0458645242525,-5937.0458645242525,-5937.0458645242525,0.0,0.0,0.0,17308.608261242473
176,2013-06-16,23250.452568102366,10109.102980194224,24724.26427678092,23250.401658573242,23250.508545349232,-5853.796568228833,-5853.796568228833,-5853.796568228833,-5853.796568228833,-5853.796568228833,-5853.796568228833,0.0,0.0,0.0,17396.655999873532
177,2013-06-23,23255.251010438013,9310.743351442845,23554.418641502212,23255.196637335783,23255.309239270136,-6576.137781017008,-6576.137781017008,-6576.137781017008,-6576.137781017008,-6576.137781017008,-6576.137781017008,0.0,0.0,0.0,16679.113229421004
178,2013-06-30,23260.049452773652,8710.78555521311,23241.356123899655,23259.991961899133,23260.110481722277,-7064.768852243267,-7064.768852243267,-7064.768852243267,-7064.768852243267,-7064.768852243267,-7064.768852243267,0.0,0.0,0.0,16195.280600530385
179,2013-07-07,23264.8478951093,8517.533973397916,23787.96013833657,23264.787633382177,23264.911858245287,-6643.577500910713,-6643.577500910713,-6643.577500910713,-6643.577500910713,-6643.577500910713,-6643.577500910713,0.0,0.0,0.0,16621.270394198586
180,2013-07-14,23269.64633744494,10183.855237895761,24899.654321106475,23269.583540296317,23269.713319563856,-5949.302852230026,-5949.302852230026,-5949.302852230026,-5949.302852230026,-5949.302852230026,-5949.302852230026,0.0,0.0,0.0,17320.343485214915
181,2013-07-21,23274.444779780584,10127.229746889918,24251.07362169024,23274.379072848944,23274.514241750996,-6046.738856200927,-6046.738856200927,-6046.738856200927,-6046.738856200927,-6046.738856200927,-6046.738856200927,0.0,0.0,0.0,17227.705923579655
182,2013-07-28,23279.24322211623,8694.668887347889,23680.396478189574,23279.174722616684,23279.316838485785,-6950.903515499222,-6950.903515499222,-6950.903515499222,-6950.903515499222,-6950.903515499222,-6950.903515499222,0.0,0.0,0.0,16328.33970661701
183,2013-08-04,23284.041664451874,8931.01886503377,23320.443140824693,23283.970224842364,23284.11863858159,-7601.030163959136,-7601.030163959136,-7601.030163959136,-7601.030163959136,-7601.030163959136,-7601.030163959136,0.0,0.0,0.0,15683.011500492737
184,2013-08-11,23288.84010678752,9374.190952150066,24022.733836568164,23288.765353233026,23288.920504732272,-7309.76875956358,-7309.76875956358,-7309.76875956358,-7309.76875956358,-7309.76875956358,-7309.76875956358,0.0,0.0,0.0,15979.07134722394
185,2013-08-18,23293.638549123163,9124.55684566398,23824.860399813,23293.559759935877,23293.722540627867,-6651.254446490513,-6651.254446490513,-6651.254446490513,-6651.254446490513,-6651.254446490513,-6651.254446490513,0.0,0.0,0.0,16642.384102632648
186,2013-08-25,23298.43699145881,9750.285516741273,24078.58956956719,23298.354772860737,23298.5234927244,-6523.973047190116,-6523.973047190116,-6523.973047190116,-6523.973047190116,-6523.973047190116,-6523.973047190116,0.0,0.0,0.0,16774.463944268693
187,2013-09-01,23303.23543379445,8946.254966922716,24383.964403104546,23303.150600747904,23303.32425806212,-6717.793608004132,-6717.793608004132,-6717.793608004132,-6717.793608004132,-6717.793608004132,-6717.793608004132,0.0,0.0,0.0,16585.441825790316
188,2013-09-08,23308.033876130095,10317.249931508826,24362.109618184622,23307.945974337774,23308.124700082586,-6118.227097668204,-6118.227097668204,-6118.227097668204,-6118.227097668204,-6118.227097668204,-6118.227097668204,0.0,0.0,0.0,17189.80677846189
189,2013-09-15,23312.83231846574,11825.279996495186,26166.994392053457,23312.741694930675,23312.925214906427,-4417.185195547459,-4417.185195547459,-4417.185195547459,-4417.185195547459,-4417.185195547459,-4417.185195547459,0.0,0.0,0.0,18895.64712291828
190,2013-09-22,23317.630760801385,13061.198284526468,27906.573011523553,23317.5375192531,23317.727024634783,-2874.141798680171,-2874.141798680171,-2874.141798680171,-2874.141798680171,-2874.141798680171,-2874.141798680171,0.0,0.0,0.0,20443.488962121213
191,2013-09-29,23322.429203137028,12835.309706357057,27613.074343892244,23322.33298794563,23322.529818281706,-2680.769164782202,-2680.769164782202,-2680.769164782202,-2680.769164782202,-2680.769164782202,-2680.769164782202,0.0,0.0,0.0,20641.660038354825
192,2013-10-06,23327.22764547267,13067.737140285157,27597.907854585857,23327.12869208898,23327.332251098112,-2849.3942610309573,-2849.3942610309573,-2849.3942610309573,-2849.3942610309573,-2849.3942610309573,-2849.3942610309573,0.0,0.0,0.0,20477.833384441714
193,2013-10-13,23332.026087808317,14741.369099117484,29790.600558608883,23331.92267220297,23332.133914919246,-784.8135442991214,-784.8135442991214,-784.8135442991214,-784.8135442991214,-784.8135442991214,-784.8135442991214,0.0,0.0,0.0,22547.212543509195
194,2013-10-20,23336.82453014396,19683.479510888723,34630.196794546006,23336.717796464036,23336.93563863774,4373.52651631226,4373.52651631226,4373.52651631226,4373.52651631226,4373.52651631226,4373.52651631226,0.0,0.0,0.0,27710.35104645622
